MovieID,CoverURL,Directors,Writers,Actors
112346,https://m.media-amazon.com/images/M/MV5BNjhkMmU0M2YtZDUwYi00OWE0LWI5NTktODBjNDc1M2ZlMjI4XkEyXkFqcGdeQXVyNDAxNjkxNjQ@.jpg,Rob Reiner,Aaron Sorkin,"Michael Douglas, Annette Bening, Martin Sheen, Michael J. Fox, Anna Deavere Smith"
112896,https://m.media-amazon.com/images/M/MV5BZWQ0ZDFmYzMtZGMyMi00NmYxLWE0MGYtYzM2ZGNhMTE1NTczL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjM5ODMxODc@.jpg,Mel Brooks,"Mel Brooks, Rudy De Luca, Steve Haberman, Rudy De Luca, Steve Haberman, Bram Stoker","Leslie Nielsen, Peter MacNicol, Steven Weber, Amy Yasbeck, Lysette Anthony"
112453,https://m.media-amazon.com/images/M/MV5BMjBhNmFlZjMtMzhlYy00NDBlLWFiMjctMmE0ZjgwOGM2MTNmXkEyXkFqcGdeQXVyNjExODE1MDc@.jpg,Simon Wells,"Cliff Ruby, Elana Lesser, Cliff Ruby, Elana Lesser, David Steven Cohen, Roger S.H. Schulman","Kevin Bacon, Bob Hoskins, Bridget Fonda, Jim Cummings, Phil Collins"
113987,https://m.media-amazon.com/images/M/MV5BNzBlOWY0ZmEtZjdkYS00ZGU0LWEwN2YtYzBkNDM5ZDBjMmI1XkEyXkFqcGdeQXVyMTAwMzUyOTc@.jpg,Oliver Stone,"Stephen J. Rivele, Christopher Wilkinson, Oliver Stone","Anthony Hopkins, Joan Allen, Powers Boothe, Ed Harris, Bob Hoskins"
112760,https://m.media-amazon.com/images/M/MV5BNjg0ZjIzMDYtNmUyNS00NzQxLWFhZGQtOGYzMzE0ZWEwM2UxXkEyXkFqcGdeQXVyMDI2NDg0NQ@@.jpg,Renny Harlin,"Michael Frost Beckner, James Gorman, Bruce A. Evans, Raynold Gideon, Robert King, Marc Norman","Geena Davis, Matthew Modine, Frank Langella, Maury Chaykin, Patrick Malahide"
112641,https://m.media-amazon.com/images/M/MV5BMTcxOWYzNDYtYmM4YS00N2NkLTk0NTAtNjg1ODgwZjAxYzI3XkEyXkFqcGdeQXVyNTA4NzY1MzY@.jpg,Martin Scorsese,"Nicholas Pileggi, Nicholas Pileggi, Martin Scorsese","Robert De Niro, Sharon Stone, Joe Pesci, James Woods, Don Rickles"
114388,https://m.media-amazon.com/images/M/MV5BNzk1MjU3MDQyMl5BMl5BanBnXkFtZTcwNjc1OTM2MQ@@.jpg,Ang Lee,"Jane Austen, Emma Thompson","James Fleet, Tom Wilkinson, Harriet Walter, Kate Winslet, Emma Thompson"
113101,https://m.media-amazon.com/images/M/MV5BOTUyYjA4OWQtZjU4Ni00OGVkLWE1MWUtZTdmNmI4OWRiZGU1XkEyXkFqcGdeQXVyNDkzNTM2ODg@.jpg,"Allison Anders, Alexandre Rockwell, Robert Rodriguez, Quentin Tarantino, Chuck Jones","Allison Anders, Alexandre Rockwell, Robert Rodriguez, Quentin Tarantino","Sammi Davis, Amanda De Cadenet, Valeria Golino, Madonna, Ione Skye"
112281,https://m.media-amazon.com/images/M/MV5BNGFiYTgxZDctNGI4OS00MWU1LWIwOGUtZmMyNGQxYjVkZjQ3XkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg,Steve Oedekerk,"Jack Bernstein, Steve Oedekerk","Jim Carrey, Ian McNeice, Simon Callow, Maynard Eziashi, Bob Gunton"
113845,https://m.media-amazon.com/images/M/MV5BNjc3YjQwNGEtODI4Ny00MzgyLWEyMWYtNzMyMjk0MmI4YjY1XkEyXkFqcGdeQXVyMjUzOTY1NTc@.jpg,Joseph Ruben,"Doug Richardson, Doug Richardson, David Loughery","Wesley Snipes, Woody Harrelson, Jennifer Lopez, Robert Blake, Chris Cooper"
113161,https://m.media-amazon.com/images/M/MV5BMjAwODYzNDY4Ml5BMl5BanBnXkFtZTcwODkwNTgzNA@@.jpg,Barry Sonnenfeld,"Elmore Leonard, Scott Frank","John Travolta, Gene Hackman, Rene Russo, Danny DeVito, Dennis Farina"
112722,https://m.media-amazon.com/images/M/MV5BYWUwNDk2ZDYtNmFkMi00NjE5LWE1M2ItYTRkNTFjZDU3ZDU4L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTYxNjkxOQ@@.jpg,Jon Amiel,"Ann Biderman, David Madsen","Sigourney Weaver, Holly Hunter, Dermot Mulroney, William McNamara, Harry Connick Jr."
112401,https://m.media-amazon.com/images/M/MV5BZWY5MGQ1NTQtNzkzNy00YTRkLTk2MjQtZTliNTJiNWZhMzk2XkEyXkFqcGdeQXVyMjUzOTY1NTc@.jpg,Richard Donner,"Lilly Wachowski, Lana Wachowski, Lilly Wachowski, Lana Wachowski, Brian Helgeland","Sylvester Stallone, Antonio Banderas, Julianne Moore, Anatoli Davydov, Muse Watson"
114168,https://m.media-amazon.com/images/M/MV5BOGUzYzNiZTItYmZlNi00ODI1LThjNTMtNjI1MTNlZDQ0OGY2XkEyXkFqcGdeQXVyNjExODE1MDc@.jpg,Victor Salva,Victor Salva,"Mary Steenburgen, Sean Patrick Flanery, Lance Henriksen, Jeff Goldblum, Brandon Smith"
113627,https://m.media-amazon.com/images/M/MV5BNDg3MDM5NTI0MF5BMl5BanBnXkFtZTcwNDY0NDk0NA@@.jpg,Mike Figgis,"John O'Brien, Mike Figgis","Nicolas Cage, Elisabeth Shue, Julian Sands, Richard Lewis, Steven Weber"
114057,https://m.media-amazon.com/images/M/MV5BNzVlMjhjYzctNjQ4My00OGMwLThmZTktODE4MWI3NzNkOWYyXkEyXkFqcGdeQXVyNjMwMjk0MTQ@.jpg,Oliver Parker,"Oliver Parker, William Shakespeare","Laurence Fishburne, Irène Jacob, Kenneth Branagh, Nathaniel Parker, Michael Maloney"
114011,https://m.media-amazon.com/images/M/MV5BMTM2MDQ1YjUtMGM0NC00NmFlLTljMDktZjJiNWRhMWYxOWYyXkEyXkFqcGdeQXVyNjgzMjI4ODE@.jpg,Lesli Linka Glatter,I. Marlene King,"Christina Ricci, Rosie O'Donnell, Thora Birch, Melanie Griffith, Gaby Hoffmann"
114117,https://m.media-amazon.com/images/M/MV5BNTJkNDViM2UtZjBmMC00MGMxLTkzNDUtZTA5Y2Y0ZDlmMzg0XkEyXkFqcGdeQXVyMTcwOTQzOTYy.jpg,Roger Michell,"Jane Austen, Nick Dear","Amanda Root, Ciarán Hinds, Susan Fleetwood, Corin Redgrave, Fiona Shaw"
112682,https://m.media-amazon.com/images/M/MV5BYjBlOGFhODEtZThmMS00OTgwLTk0MjAtNDgxNWFhY2JhYTE1XkEyXkFqcGdeQXVyMjUzOTY1NTc@.jpg,"Marc Caro, Jean-Pierre Jeunet","Gilles Adrien, Jean-Pierre Jeunet, Marc Caro, Gilles Adrien, Guillaume Laurant, Jean-Pierre Jeunet","Ron Perlman, Daniel Emilfork, Judith Vittet, Dominique Pinon, Jean-Claude Dreyfus"
115012,https://m.media-amazon.com/images/M/MV5BODgzNGQyNjEtYTU0My00ZGY2LTg4Y2MtMWNiY2QyZGE1MGRiXkEyXkFqcGdeQXVyNjMwMjk0MTQ@.jpg,Yimou Zhang,"Feiyu Bi, Bin Wang, Li Xiao","Gong Li, Baotian Li, Xiaoxiao Wang, Xuejian Li, Chun Sun"
112792,https://m.media-amazon.com/images/M/MV5BZjk2YjNkYTYtOTZkNy00ZmRkLWI5ODEtYzA4MTM3MzMyZjhlXkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg,John N. Smith,"LouAnne Johnson, Ron Bass","Michelle Pfeiffer, George Dzundza, Courtney B. Vance, Robin Bartlett, Beatrice Winde"
114746,https://m.media-amazon.com/images/M/MV5BN2Y2OWU4MWMtNmIyMy00YzMyLWI0Y2ItMTcyZDc3MTdmZDU4XkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg,Terry Gilliam,"Chris Marker, David Webb Peoples, Janet Peoples","Joseph Melito, Bruce Willis, Jon Seda, Michael Chance, Vernon Campbell"
112431,https://m.media-amazon.com/images/M/MV5BY2FhNjFjNGUtM2UzMS00YTljLWJmYTctMzYyZjNmNTQyNDQ0XkEyXkFqcGdeQXVyMTUzMDUzNTI3.jpg,Chris Noonan,"Dick King-Smith, George Miller, Chris Noonan","Christine Cavanaugh, Miriam Margolyes, Danny Mann, Hugo Weaving, Miriam Flynn"
112818,https://m.media-amazon.com/images/M/MV5BMTM3NzA1MjM2N15BMl5BanBnXkFtZTcwMzY3MTMzNA@@.jpg,Tim Robbins,"Helen Prejean, Tim Robbins","Susan Sarandon, Sean Penn, Robert Prosky, Raymond J. Barry, R. Lee Ermey"
113442,https://m.media-amazon.com/images/M/MV5BMzdhMGU0MzEtZjg1Ny00YzE5LWE0MGQtMTNiN2UwN2I5ZDBjXkEyXkFqcGdeQXVyNTgzMzU5MDI@.jpg,Andy Tennant,Deborah Dean Davis,"Kirstie Alley, Steve Guttenberg, Mary-Kate Olsen, Ashley Olsen, Philip Bosco"
112697,https://m.media-amazon.com/images/M/MV5BMzBmOGQ0NWItOTZjZC00ZDAxLTgyOTEtODJiYWQ2YWNiYWVjXkEyXkFqcGdeQXVyNTE1NjY5Mg@@.jpg,Amy Heckerling,Amy Heckerling,"Alicia Silverstone, Stacey Dash, Brittany Murphy, Paul Rudd, Donald Faison"
112749,https://m.media-amazon.com/images/M/MV5BMTcwMDU1OTEwOF5BMl5BanBnXkFtZTcwMTg5NjEyMQ@@.jpg,Darrell Roodt,"Ronald Harwood, Alan Paton","James Earl Jones, Richard Harris, Vusi Kunene, Charles S. Dutton, Tsholofelo Wechoemang"
114279,https://m.media-amazon.com/images/M/MV5BOWI3NjhhZDItNWQ2NS00Zjg0LWIzMjctNzY0MjRmNzkyYzVmXkEyXkFqcGdeQXVyMTA0MjU0Ng@@.jpg,Richard Loncraine,"Ian McKellen, Richard Loncraine, Richard Eyre, William Shakespeare","Christopher Bowen, Edward Jewesbury, Ian McKellen, Bill Paterson, Annette Bening"
112819,https://m.media-amazon.com/images/M/MV5BNjdhZWEzMzEtMjNhZS00OThhLWFiZWUtM2EwMWU5MWE0MDA4XkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg,"Albert Hughes, Allen Hughes","Allen Hughes, Albert Hughes, Michael Henry Brown, Michael Henry Brown, Wallace Terry","Larenz Tate, Keith David, Chris Tucker, Freddy Rodríguez, Rose Jackson"
114272,https://m.media-amazon.com/images/M/MV5BZmQwODk5ZGItMDk5OS00MjU4LTgyYmUtYTBiMTFhYWM5MDY4XkEyXkFqcGdeQXVyMTMxMTY0OTQ@.jpg,Michael Hoffman,"Rose Tremain, Rupert Walters","Robert Downey Jr., Sam Neill, David Thewlis, Polly Walker, Meg Ryan"
113855,https://m.media-amazon.com/images/M/MV5BNjY5NTEzZGItMGY3My00NzE4LThkYTUtYjJkNzk3MDBiMWE3XkEyXkFqcGdeQXVyNzg5MDE1MDk@.jpg,Paul W.S. Anderson,"Ed Boon, John Tobias, Kevin Droney","Christopher Lambert, Robin Shou, Linden Ashby, Cary-Hiroyuki Tagawa, Bridgette Wilson-Sampras"
114681,https://m.media-amazon.com/images/M/MV5BOGQ2ZjIyMGItZDMzZi00ZThkLTlkM2MtNDRhMTNiNWFlMzVlXkEyXkFqcGdeQXVyMTUzMDUzNTI3.jpg,Gus Van Sant,"Joyce Maynard, Buck Henry","Nicole Kidman, Matt Dillon, Joaquin Phoenix, Casey Affleck, Illeana Douglas"
113347,https://m.media-amazon.com/images/M/MV5BNGYwZmZkYWItNjdmMi00MjI2LThmOGYtMmI1NTQ0OWQ1YWIxXkEyXkFqcGdeQXVyNzA5NjUyNjM@.jpg,Jocelyn Moorhouse,"Whitney Otto, Jane Anderson","Kaelynn Craddick, Sara Craddick, Kate Capshaw, Adam Baldwin, Winona Ryder"
114369,https://m.media-amazon.com/images/M/MV5BOTUwODM5MTctZjczMi00OTk4LTg3NWUtNmVhMTAzNTNjYjcyXkEyXkFqcGdeQXVyNjU0OTQ0OTY@.jpg,David Fincher,Andrew Kevin Walker,"Morgan Freeman, Andrew Kevin Walker, Daniel Zacapa, Brad Pitt, Gwyneth Paltrow"
114148,https://m.media-amazon.com/images/M/MV5BMzc4YzhiN2ItY2Y4NC00YTA0LWEyMjEtNzllNTcxZDdjODhiXkEyXkFqcGdeQXVyNTUyMzE4Mzg@.jpg,"Mike Gabriel, Eric Goldberg","Carl Binder, Susannah Grant, Philip LaZebnik, Glen Keane, Joe Grant, Ralph Zondag, Burny Mattinson, Ed Gombert, Kaan Kalyon, Francis Glebas, Rob Gibbs, Bruce Morris, Todd Kurosawa, Duncan Marjoribanks, Chris Buck, Andrew Chapman, Randy Cartwright, Will Finn, Broose Johnson, T. Daniel Hofstedt, David Pruiksma, Nik Ranieri, Vincent DeFrances, Tom Mazzocco, Don Dougherty, Jorgen Klubien, Mike Gabriel","Joe Baker, Christian Bale, Irene Bedard, Billy Connolly, James Apaumut Fall"
114916,https://m.media-amazon.com/images/M/MV5BNGUxMDM1ODEtZjhjZi00NjVjLWEwNmUtNmZmOTQ1MzQxNmQ3XkEyXkFqcGdeQXVyMTMxMTY0OTQ@.jpg,Patricia Rozema,Patricia Rozema,"Pascale Bussières, Rachael Crawford, Henry Czerny, David Fox, Don McKellar"
114814,https://m.media-amazon.com/images/M/MV5BYTViNjMyNmUtNDFkNC00ZDRlLThmMDUtZDU2YWE4NGI2ZjVmXkEyXkFqcGdeQXVyNjU0OTQ0OTY@.jpg,Bryan Singer,Christopher McQuarrie,"Stephen Baldwin, Gabriel Byrne, Benicio Del Toro, Kevin Pollak, Kevin Spacey"
113819,https://m.media-amazon.com/images/M/MV5BMTZmNjJmODktMTI1Ni00OWU5LWI0YTctNjc0MzVkNDE3M2Y0XkEyXkFqcGdeQXVyMjUzOTY1NTc@.jpg,Woody Allen,Woody Allen,"Pamela Blair, Rene Ceballos, Elie Chaib, George De La Pena, Joanne DiMauro"
110299,https://m.media-amazon.com/images/M/MV5BNjlmZmQ0ZGUtNTBjYy00ZTg3LWE1NmMtNDAyNDI2Zjc4ZDViXkEyXkFqcGdeQXVyMzIwNDY4NDI@.jpg,Gianni Amelio,"Gianni Amelio, Andrea Porporati, Alessandro Sermoneta","Enrico Lo Verso, Michele Placido, Piro Milkani, Carmelo Di Mazzarelli, Elida Janushi"
112499,https://m.media-amazon.com/images/M/MV5BNzQ1YWNmY2MtNDE0Mi00NzhkLWEwOWQtZDFiMjEwN2I3NWI4XkEyXkFqcGdeQXVyMTEwNDU1MzEy.jpg,Holly Goldberg Sloan,Holly Goldberg Sloan,"Steve Guttenberg, Olivia d'Abo, Jay O. Sanders, John Terry, Chauncey Leopardi"
113158,https://m.media-amazon.com/images/M/MV5BZWJiNjMwYzMtZWU5Yi00NGI0LTg5NGYtZDY4MWRiYjEwYTYzXkEyXkFqcGdeQXVyMTAwMzUyOTc@.jpg,Ulu Grosbard,Barbara Turner,"Jennifer Jason Leigh, Mare Winningham, Ted Levine, Max Perlich, John Doe"
113321,https://m.media-amazon.com/images/M/MV5BMjVlYTQ4NjgtZWQxMS00ZmQ0LTg4M2QtOGE0ZmJiNDhkMzI4XkEyXkFqcGdeQXVyNTIzOTk5ODM@.jpg,Jodie Foster,"Chris Radant, W.D. Richter","Holly Hunter, Robert Downey Jr., Anne Bancroft, Charles Durning, Dylan McDermott"
110877,https://m.media-amazon.com/images/M/MV5BZmVhNWIzOTMtYmVlZC00ZDVmLWIyODEtODEzOTAxYjAwMzVlXkEyXkFqcGdeQXVyMzIwNDY4NDI@.jpg,"Michael Radford, Massimo Troisi","Antonio Skármeta, Furio Scarpelli, Giacomo Scarpelli, Anna Pavignano, Michael Radford, Furio Scarpelli, Giacomo Scarpelli, Massimo Troisi","Philippe Noiret, Massimo Troisi, Maria Grazia Cucinotta, Renato Scarpa, Linda Moretti"
113419,https://m.media-amazon.com/images/M/MV5BZWZlYmZiZGMtN2YyZC00MTdjLTllNjUtYWNhZDMwNDhhOTM1XkEyXkFqcGdeQXVyNTI4MjkwNjA@.jpg,Frank Oz,"Lynne Reid Banks, Melissa Mathison","Hal Scardino, Litefoot, Lindsay Crouse, Richard Jenkins, Rishi Bhat"
116260,https://m.media-amazon.com/images/M/MV5BMDM4Mzc5ZjAtM2JjMi00NzU1LWEzM2MtNDQzNWI5MmRkM2I1XkEyXkFqcGdeQXVyNTAyODkwOQ@@.jpg,John Schlesinger,"Erika Holzer, Amanda Silver, Rick Jaffa","Sally Field, Ed Harris, Olivia Burnette, Alexandra Kyle, Kiefer Sutherland"
113862,https://m.media-amazon.com/images/M/MV5BZDZhNDRlZjAtYzdhNy00ZjU1LWFlMDYtNjA5NjliM2Y5ZmVjL2ltYWdlXkEyXkFqcGdeQXVyNjE5MjUyOTM@.jpg,Stephen Herek,Patrick Sheane Duncan,"Richard Dreyfuss, Glenne Headly, Jay Thomas, Olympia Dukakis, William H. Macy"
116126,https://m.media-amazon.com/images/M/MV5BY2NmM2M2MWItNjdlMC00ZWI3LTkwODUtZDNkYWZjYjgzZjY3XkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg,Paris Barclay,"Shawn Wayans, Marlon Wayans, Phil Beauman","Shawn Wayans, Marlon Wayans, Tracey Cherelle Jones, Chris Spencer, Suli McCullough"
118002,https://m.media-amazon.com/images/M/MV5BYzVmNWJlYzItOTkyMC00YzlhLTkzMjUtMmFjMmVmMGNhNmQxXkEyXkFqcGdeQXVyNjcyNjA3Mjk@.jpg,Bill Bennett,"Denis Leary, Mike Armstrong, Ann Leary, Denis Leary, Mike Armstrong","Denis Leary, Sandra Bullock, Stephen Dillane, Yaphet Kotto, Mike Starr"
115683,https://m.media-amazon.com/images/M/MV5BYzY0ZjI0NTUtNDE4Yi00OGU2LWExZDMtNTY1MTM3ZWE3MzEyXkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg,Jason Bloom,"Adam Leff, Mitchell Peck, Jason Blumenthal, Kip Koenig, Scott Marcano","William Atherton, Denise Dowse, Dara Tomanovich, Kevin West, Kylie Minogue"
116839,https://m.media-amazon.com/images/M/MV5BZGI0ZDZhOGUtZDZiOS00NWE2LThjNzQtYzI3ZGFjODUwZjlkXkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg,Farhad Mann,"Farhad Mann, Farhad Mann, Michael Miner","Patrick Bergin, Matt Frewer, Austin O'Brien, Ely Pouget, Camille Cooper"
113149,https://m.media-amazon.com/images/M/MV5BZGQ2YjMwZWYtMmVjZS00NTZkLTg2OGUtMTNlZjQwNWUyMDFiXkEyXkFqcGdeQXVyMTY5Nzc4MDY@.jpg,Josiane Balasko,"Josiane Balasko, Telsche Boorman, Patrick Aubrée","Victoria Abril, Josiane Balasko, Alain Chabat, Ticky Holgado, Catherine Hiegel"
113118,https://m.media-amazon.com/images/M/MV5BYmEwNjNlZTUtNzkwMS00ZTlhLTkyY2MtMjM2MzlmODQyZGVhXkEyXkFqcGdeQXVyNTI4MjkwNjA@.jpg,F. Gary Gray,"Ice Cube, DJ Pooh","Ice Cube, Chris Tucker, Nia Long, Tom Lister Jr., John Witherspoon"
116367,https://m.media-amazon.com/images/M/MV5BZjk3YmZhMDAtOWUzMS00YjE5LTkxNzAtY2I1NGZjMDA2ZTk0XkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg,Robert Rodriguez,"Robert Kurtzman, Quentin Tarantino","George Clooney, Quentin Tarantino, Harvey Keitel, Juliette Lewis, Ernest Liu"
113010,https://m.media-amazon.com/images/M/MV5BYzg2MzYyZTUtZGU3MS00ODcxLWE3NWQtNzYyOWNjZTk5NDc2XkEyXkFqcGdeQXVyMTU3NDU4MDg2.jpg,Andrew Sipes,"Paula Gosling, Charlie Fletcher","William Baldwin, Cindy Crawford, Steven Berkoff, Christopher McDonald, Miguel Sandoval"
113537,https://m.media-amazon.com/images/M/MV5BNWU2YjdlN2ItNTk2OS00MzMwLTlhYjctNDI0MDI0NTQ3OWY0XkEyXkFqcGdeQXVyNzI1NzMxNzM@.jpg,Noah Baumbach,"Noah Baumbach, Noah Baumbach, Bo Berkman","Josh Hamilton, Samuel Gould, Catherine Kellner, Jonathan Baumbach, John Lehr"
113828,https://m.media-amazon.com/images/M/MV5BZWE2ZDg2ODQtMDIwMi00NGE3LWEzZWMtNzBjZDExNGJmMGVhXkEyXkFqcGdeQXVyNjA0Mzc0MzI@.jpg,Claude Lelouch,"Victor Hugo, Claude Lelouch","Jean-Paul Belmondo, Michel Boujenah, Alessandra Martines, Salomé Lelouch, Annie Girardot"
115644,https://m.media-amazon.com/images/M/MV5BNTUwOWM4YmUtMzdkMi00YjEwLWE0MmEtZTBmMGNhYWU4OGI3XkEyXkFqcGdeQXVyNzc5MjA3OA@@.jpg,Michael Goldenberg,Michael Goldenberg,"Christian Slater, Mary Stuart Masterson, Pamela Adlon, Josh Brolin, Brian Tarantina"
115676,https://m.media-amazon.com/images/M/MV5BNDdhZTdiOTAtMWNiMC00NDRmLTllZWItYWMzOWZjNDY3ZmRiXkEyXkFqcGdeQXVyNjMwMjk0MTQ@.jpg,Steve Miner,Mark Steven Johnson,"Rick Moranis, Tom Arnold, Julianne Phillips, Carol Kane, Jeffrey Tambor"
114367,https://m.media-amazon.com/images/M/MV5BM2M2ZGM0NDUtODRhNS00MjcxLTg3ZWYtYjkyZDJkYmVjOWYwXkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg,Christian Duguay,"Philip K. Dick, Dan O'Bannon, Miguel Tejada-Flores","Peter Weller, Roy Dupuis, Jennifer Rubin, Andy Lauer, Charles Edwin Powell"
113973,https://m.media-amazon.com/images/M/MV5BNTY2MDM2NzcyM15BMl5BanBnXkFtZTcwMjk3MzcyMQ@@.jpg,Susanne Ofteringer,Susanne Ofteringer,"Nico, Tina Aumont, Christian Päffgen, Edith Boulogne, Jackson Browne"
112744,https://m.media-amazon.com/images/M/MV5BNjZmMTNlN2MtOTgzYS00MzEyLWIxYWQtNDBjMDVmMTYwNjI0XkEyXkFqcGdeQXVyMTUzMDUzNTI3.jpg,Sean Penn,Sean Penn,"Jack Nicholson, David Morse, Anjelica Huston, Robin Wright, Piper Laurie"
116731,https://m.media-amazon.com/images/M/MV5BYWZlNGEzNjUtZGRiZi00ZWMxLWJiMjAtN2E1OWI3MTM4MjdjXkEyXkFqcGdeQXVyMjUzOTY1NTc@.jpg,Brian Gibson,"George Dawes Green, Ted Tally","Demi Moore, Alec Baldwin, Joseph Gordon-Levitt, James Gandolfini, Lindsay Crouse"
112445,https://m.media-amazon.com/images/M/MV5BN2QzOTY0MjAtMDQ4MC00MTQ3LWIxM2UtZjc5MzkxYjRhZjdjXkEyXkFqcGdeQXVyNjkxOTM4ODY@.jpg,Jafar Panahi,"Abbas Kiarostami, Jafar Panahi, Parviz Shahbazi","Aida Mohammadkhani, Mohsen Kafili, Fereshteh Sadre Orafaiy, Anna Borkowska, Mohammad Shahani"
114660,https://m.media-amazon.com/images/M/MV5BMzI0OWEzZmItOGUyOC00M2Y2LWIzNDEtY2EzYzAwNWI0ZDkyXkEyXkFqcGdeQXVyNTc1NTQxODI@.jpg,Gary Fleder,Scott Rosenberg,"Andy Garcia, Christopher Lloyd, William Forsythe, Bill Nunn, Treat Williams"
112379,https://m.media-amazon.com/images/M/MV5BNDVmNjdhMzEtNDMzMy00NzI0LWI1ZmUtNjJiNGEzMDExZDY5XkEyXkFqcGdeQXVyMjM5NDQzNTk@.jpg,Marleen Gorris,Marleen Gorris,"Willeke van Ammelrooy, Els Dottermans, Dora van der Groen, Veerle van Overloop, Esther Vriesendorp"
114039,https://m.media-amazon.com/images/M/MV5BY2VmOWI4MzMtZmExYy00ZjNhLTk1Y2YtN2Q2ODkwMWViNDNkXkEyXkFqcGdeQXVyNjMwMjk0MTQ@.jpg,Tim Reid,"Clifton L. Taulbert, Paul W. Cooper","Al Freeman Jr., Phylicia Rashad, Leon, Paula Kelly, Salli Richardson-Whitfield"
